,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
147,12anHG0qFlw8Jkb99RX3Mg,mile-end-delicatessen-brooklyn-brooklyn-2,Mile End Delicatessen Brooklyn,https://s3-media1.fl.yelpcdn.com/bphoto/dfDDzGk40dHA9C1xXrt7Jw/o.jpg,False,https://www.yelp.com/biz/mile-end-delicatessen-brooklyn-brooklyn-2?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,846,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 40.6875051, 'longitude': -73.9870685}","['delivery', 'pickup']",$$,"{'address1': '97A Hoyt St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['97A Hoyt St', 'Brooklyn, NY 11217']}",+17188527510,(718) 852-7510,2085.722781067176
148,xxgcU_oFIox_pAmroo9WwA,front-street-pizza-brooklyn,Front Street Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/wRdm4fNh0NWUSXMuPBTI9g/o.jpg,False,https://www.yelp.com/biz/front-street-pizza-brooklyn?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,472,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.70244, 'longitude': -73.98943}","['delivery', 'pickup']",$,"{'address1': '80 Front St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['80 Front St', 'Brooklyn, NY 11201']}",+17188753700,(718) 875-3700,550.4392264831844
149,F622poZMX_mk1eoSoUOyaw,the-biergarten-at-the-standard-high-line-new-york,"The Biergarten at The Standard, High Line",https://s3-media3.fl.yelpcdn.com/bphoto/0Upb6s6nvDXCwdoUkZah5g/o.jpg,False,https://www.yelp.com/biz/the-biergarten-at-the-standard-high-line-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,905,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'german', 'title': 'German'}, {'alias': 'pretzels', 'title': 'Pretzels'}]",3.5,"{'latitude': 40.740799, 'longitude': -74.007907}",[],$$,"{'address1': '848 Washington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['848 Washington St', 'New York, NY 10014']}",+12126454100,(212) 645-4100,4115.41221099569
150,5f3M0k7mTjrKoQFJW-PFzg,lock-yard-brooklyn,Lock Yard,https://s3-media1.fl.yelpcdn.com/bphoto/F018zat3Yzuu86WtVn7Ifg/o.jpg,False,https://www.yelp.com/biz/lock-yard-brooklyn?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,308,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,"{'latitude': 40.617264, 'longitude': -74.029419}","['delivery', 'pickup']",$$,"{'address1': '9221 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['9221 5th Ave', 'Brooklyn, NY 11209']}",+17183335282,(718) 333-5282,10238.34981935419
151,os8cOXJhcrzl4C5NQ8Uttw,asia-dog-brooklyn-2,Asia Dog,https://s3-media3.fl.yelpcdn.com/bphoto/93FdnXrP4RDrvlgq2COsHg/o.jpg,False,https://www.yelp.com/biz/asia-dog-brooklyn-2?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,23,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}]",2.5,"{'latitude': 40.6876258, 'longitude': -73.9695824}",[],$,"{'address1': '176 Lafayette Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['176 Lafayette Ave', 'Brooklyn, NY 11238']}",+12122268861,(212) 226-8861,2930.036659129956
152,xt4sa64WOrpJvZBDPNPNYg,jacobs-pickles-new-york,Jacob's Pickles,https://s3-media4.fl.yelpcdn.com/bphoto/7WaZJetJ9W2fWiLQincJwA/o.jpg,False,https://www.yelp.com/biz/jacobs-pickles-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,5453,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'tradamerican', 'title': 'American'}]",4.0,"{'latitude': 40.7866504411994, 'longitude': -73.9755284786224}","['delivery', 'pickup']",$$,"{'address1': '509 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['509 Amsterdam Ave', 'New York, NY 10024']}",+12124705566,(212) 470-5566,9166.964737863183
153,a0IET3_yCFcO36OqGSsisg,eataly-nyc-flatiron-new-york-3,Eataly NYC Flatiron,https://s3-media4.fl.yelpcdn.com/bphoto/1UDlnuqCjrkF5ZJgXIb1eg/o.jpg,False,https://www.yelp.com/biz/eataly-nyc-flatiron-new-york-3?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,6110,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'grocery', 'title': 'Grocery'}]",4.0,"{'latitude': 40.742101, 'longitude': -73.989922}","['delivery', 'pickup']",$$,"{'address1': '200 5th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['200 5th Ave', 'New York, NY 10010']}",+12122292560,(212) 229-2560,4081.002971061982
154,gUJ6pHYd_fp2Ypq377P_vA,williamsburg-smorgasburg-saturday-brooklyn,Williamsburg Smorgasburg - Saturday,https://s3-media1.fl.yelpcdn.com/bphoto/copo_rfaiNK4S9-NDtYE7Q/o.jpg,False,https://www.yelp.com/biz/williamsburg-smorgasburg-saturday-brooklyn?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,1154,"[{'alias': 'foodstands', 'title': 'Food Stands'}]",4.5,"{'latitude': 40.721021, 'longitude': -73.962177}",[],$$,"{'address1': '90 Kent Ave', 'address2': '', 'address3': 'East River State Park', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['90 Kent Ave', 'East River State Park', 'Brooklyn, NY 11211']}",+17189286603,(718) 928-6603,3213.5590444014824
155,5AmoQGivy-trLWkifbA1NA,blue-collar-bushwick-brooklyn,Blue Collar Bushwick,https://s3-media4.fl.yelpcdn.com/bphoto/an2_0828UWQIWuuiSPLVvg/o.jpg,False,https://www.yelp.com/biz/blue-collar-bushwick-brooklyn?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,69,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,"{'latitude': 40.702877, 'longitude': -73.9203941}","['delivery', 'pickup']",,"{'address1': '1554 Dekalb Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['1554 Dekalb Ave', 'Brooklyn, NY 11237']}",+17186288800,(718) 628-8800,6231.362483809503
156,1JkbD9KOwS2OD2G1nqVEOg,shake-shack-new-york-57,Shake Shack Astor Place,https://s3-media1.fl.yelpcdn.com/bphoto/TuS8PwbOOapPqmSF9gthbA/o.jpg,False,https://www.yelp.com/biz/shake-shack-new-york-57?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,200,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",3.5,"{'latitude': 40.73003, 'longitude': -73.9898}",['delivery'],$$,"{'address1': '20 3rd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['20 3rd Ave', 'New York, NY 10003']}",+16468132189,(646) 813-2189,2759.977448186224
157,fkXGPusS21ieBsl1qpaO4A,the-roof-brooklyn,The Roof,https://s3-media3.fl.yelpcdn.com/bphoto/0I4CfW9364U6pZxeJlE2Ww/o.jpg,False,https://www.yelp.com/biz/the-roof-brooklyn?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,56,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American'}]",3.5,"{'latitude': 40.674866, 'longitude': -73.988815}",['delivery'],$$,"{'address1': '214 3rd St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['214 3rd St', 'Brooklyn, NY 11215']}",+17189073622,(718) 907-3622,3431.438651860317
158,5WD82Wg_s4bh5K0f3ZwnxQ,black-forest-brooklyn-brooklyn-2,Black Forest Brooklyn,https://s3-media2.fl.yelpcdn.com/bphoto/1HUPWpmEKeX_0MkBMFwYTQ/o.jpg,False,https://www.yelp.com/biz/black-forest-brooklyn-brooklyn-2?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,118,"[{'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'german', 'title': 'German'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.68563, 'longitude': -73.990823}","['delivery', 'pickup']",$$,"{'address1': '181 Smith St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['181 Smith St', 'Brooklyn, NY 11201']}",+17185221806,(718) 522-1806,2221.076565579013
159,i4hLmfWZONTn1n62donPvg,ding-a-ling-new-york,Ding-A-Ling,https://s3-media2.fl.yelpcdn.com/bphoto/1iY80L4lUOBwyAs2srw4DA/o.jpg,False,https://www.yelp.com/biz/ding-a-ling-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,35,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'mexican', 'title': 'Mexican'}]",2.5,"{'latitude': 40.724321, 'longitude': -73.97848}","['delivery', 'pickup']",,"{'address1': '116 Avenue C', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['116 Avenue C', 'New York, NY 10009']}",,,2491.3735766196273
160,nm5rcWNmfevNXLNQAITi5w,clinton-hall-fidi-new-york,Clinton Hall - FiDi,https://s3-media1.fl.yelpcdn.com/bphoto/jkOeBmGbclLyY3zbOa7COw/o.jpg,False,https://www.yelp.com/biz/clinton-hall-fidi-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,770,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}, {'alias': 'tradamerican', 'title': 'American'}]",3.5,"{'latitude': 40.70803, 'longitude': -74.014869}","['pickup', 'delivery']",$$,"{'address1': '90 Washington St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['90 Washington St', 'New York, NY 10006']}",+12123636000,(212) 363-6000,1758.0354661858244
161,H4jJ7XB3CetIr1pg56CczQ,levain-bakery-new-york-new-york-2,Levain Bakery - New York,https://s3-media3.fl.yelpcdn.com/bphoto/q48fU42NPeJoz_VMPjB05w/o.jpg,False,https://www.yelp.com/biz/levain-bakery-new-york-new-york-2?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,9668,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 40.779961, 'longitude': -73.980299}","['delivery', 'pickup']",$$,"{'address1': '167 W 74th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['167 W 74th St', 'New York, NY 10023']}",+19174643769,(917) 464-3769,8369.262424680568
162,OPnrhymSY1RNGkf5WHF40A,breezy-dogs-food-truck-breezy-point-2,Breezy Dogs Food Truck,https://s3-media3.fl.yelpcdn.com/bphoto/4myOu5sWzOIB1OBRSPruuA/o.jpg,False,https://www.yelp.com/biz/breezy-dogs-food-truck-breezy-point-2?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,30,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 40.5671452811068, 'longitude': -73.8848531223694}","['delivery', 'pickup']",$,"{'address1': '57 Rockaway Point Blvd', 'address2': None, 'address3': '', 'city': 'Breezy Point', 'zip_code': '11697', 'country': 'US', 'state': 'NY', 'display_address': ['57 Rockaway Point Blvd', 'Breezy Point, NY 11697']}",+13473063790,(347) 306-3790,17937.89561195664
163,kxykwx5qTWBhlMh18MQ82Q,lukes-lobster-fidi-new-york,Luke's Lobster FiDi,https://s3-media2.fl.yelpcdn.com/bphoto/q5vevyMl8FEO-mly8hh1wA/o.jpg,False,https://www.yelp.com/biz/lukes-lobster-fidi-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,1267,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.7046213003984, 'longitude': -74.0107793876969}","['delivery', 'pickup']",$$,"{'address1': '26 S William St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['26 S William St', 'New York, NY 10004']}",+12127471700,(212) 747-1700,1392.7033987694713
164,xefmiLAsKURFc6FDGSRgfQ,westville-new-york-12,Westville,https://s3-media1.fl.yelpcdn.com/bphoto/l8_8RUsIjPwM_CdCHQ66eg/o.jpg,False,https://www.yelp.com/biz/westville-new-york-12?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,266,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,"{'latitude': 40.7047772, 'longitude': -74.00642874102088}","['delivery', 'pickup']",$$,"{'address1': '110 Wall St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['110 Wall St', 'New York, NY 10005']}",+12127414780,(212) 741-4780,1025.6442569179435
165,Dqcnxmxh9la-vlXcRq8q5g,neat-burger-new-york-2,Neat Burger,https://s3-media4.fl.yelpcdn.com/bphoto/WZQz4Z9wnfpLfIpFdflELg/o.jpg,False,https://www.yelp.com/biz/neat-burger-new-york-2?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,33,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.5,"{'latitude': 40.721827, 'longitude': -73.997129}","['delivery', 'pickup']",,"{'address1': '25 Cleveland Pl', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['25 Cleveland Pl', 'New York, NY 10012']}",+19494121669,(949) 412-1669,1837.6745335085486
166,4zBGXDXg9DzK0IROwCUeFg,cowgirl-seahorse-new-york-2,Cowgirl Seahorse,https://s3-media4.fl.yelpcdn.com/bphoto/xpMlQYybUIHmJNXvxRQSbw/o.jpg,False,https://www.yelp.com/biz/cowgirl-seahorse-new-york-2?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,674,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'southern', 'title': 'Southern'}]",3.5,"{'latitude': 40.708202066794655, 'longitude': -74.00046681382616}","['delivery', 'pickup']",$$,"{'address1': '259 Front St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['259 Front St', 'New York, NY 10038']}",+12126087873,(212) 608-7873,603.9832864754602
167,4il02WBqO7fZi2-A9Gk0dw,gnarly-eats-brooklyn,Gnarly Eats,https://s3-media2.fl.yelpcdn.com/bphoto/wjwHkdPYVvA5gmplv3ufyg/o.jpg,False,https://www.yelp.com/biz/gnarly-eats-brooklyn?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,300,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.5,"{'latitude': 40.66296, 'longitude': -73.98468}","['pickup', 'delivery']",$$,"{'address1': '447 7th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['447 7th Ave', 'Brooklyn, NY 11215']}",+17183601661,(718) 360-1661,4799.726564892967
168,56MsYqT7BPE_3sd0KDdYzA,andreas-chicken-brooklyn-2,Andreas Chicken,https://s3-media3.fl.yelpcdn.com/bphoto/AdDfZGF7VlHC8mrQypsWIg/o.jpg,False,https://www.yelp.com/biz/andreas-chicken-brooklyn-2?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,48,"[{'alias': 'peruvian', 'title': 'Peruvian'}]",4.5,"{'latitude': 40.712566, 'longitude': -73.956698}","['pickup', 'delivery']",,"{'address1': '318 Grand St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['318 Grand St', 'Brooklyn, NY 11211']}",+19292950003,(929) 295-0003,3267.0126150207725
169,fqHACybQl1vlATXaIwnLqQ,bareburger-the-village-new-york,Bareburger - The Village,https://s3-media1.fl.yelpcdn.com/bphoto/CkG5I1ICl8dvBAh3qErzaA/o.jpg,False,https://www.yelp.com/biz/bareburger-the-village-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,792,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.7283242681949, 'longitude': -73.9982535225272}","['delivery', 'pickup']",$$,"{'address1': '535 Laguardia Pl', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['535 Laguardia Pl', 'New York, NY 10012']}",+12124778125,(212) 477-8125,2565.8721454784286
170,UOhnGQBzf2ISTHM4Bj5Gvw,the-wing-bar-brooklyn,The Wing Bar,https://s3-media3.fl.yelpcdn.com/bphoto/G-m38S_KQ_nxw-pBeMujwQ/o.jpg,False,https://www.yelp.com/biz/the-wing-bar-brooklyn?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,381,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.5,"{'latitude': 40.6825199, 'longitude': -73.99318}","['delivery', 'pickup']",$$,"{'address1': '275 Smith St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['275 Smith St', 'Brooklyn, NY 11231']}",+17182372728,(718) 237-2728,2553.7445585058035
171,jx4Zu0Tt0DUp2YKxNEkPJA,frankies-dogs-on-the-go-new-york-3,Frankies Dogs On The Go,https://s3-media3.fl.yelpcdn.com/bphoto/Off5c9GHKXrUvy5UbQIY8w/o.jpg,False,https://www.yelp.com/biz/frankies-dogs-on-the-go-new-york-3?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,52,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}]",3.0,"{'latitude': 40.7527277, 'longitude': -73.97722387911746}","['delivery', 'pickup']",$,"{'address1': '23 Vanderbilt Ave Grand Central Terminal', 'address2': None, 'address3': 'Grand Central Terminal', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['23 Vanderbilt Ave Grand Central Terminal', 'Grand Central Terminal', 'New York, NY 10017']}",+12128085226,(212) 808-5226,5450.79806220381
172,r3sTzwMyWfqc8q_M7eT0og,greenwich-and-delancey-new-york,Greenwich and Delancey,https://s3-media3.fl.yelpcdn.com/bphoto/ljZkOel3NtanGJfvvLvJzA/o.jpg,False,https://www.yelp.com/biz/greenwich-and-delancey-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,2,"[{'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"{'latitude': 40.707767, 'longitude': -74.014983}","['delivery', 'pickup']",,"{'address1': '50 West St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['50 West St', 'New York, NY 10006']}",+12128841558,(212) 884-1558,1769.3421656391129
173,N6XXfG1ZxSeQxwxVZUkvHg,schnippers-new-york-8,Schnipper's,https://s3-media2.fl.yelpcdn.com/bphoto/ek4tItU6zUOutkzqRoe98Q/o.jpg,False,https://www.yelp.com/biz/schnippers-new-york-8?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,387,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.5,"{'latitude': 40.75686, 'longitude': -73.97228}","['delivery', 'pickup']",$$,"{'address1': '570 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['570 Lexington Ave', 'New York, NY 10022']}",+12128268100,(212) 826-8100,6033.037093408255
174,3aMjf-zblMsOYnzXV5D70A,moo-burger-brooklyn,Moo Burger,https://s3-media2.fl.yelpcdn.com/bphoto/KNGxa0KKo3UGhDRO7EJEUg/o.jpg,False,https://www.yelp.com/biz/moo-burger-brooklyn?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,484,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"{'latitude': 40.68582, 'longitude': -73.9944}","['pickup', 'delivery']",$$,"{'address1': '240 Court St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['240 Court St', 'Brooklyn, NY 11201']}",+17182468259,(718) 246-8259,2180.6555376369497
175,xiwnLiNhSlEN4CDcurqsLQ,2nd-ave-deli-new-york,2nd Ave Deli,https://s3-media4.fl.yelpcdn.com/bphoto/LsXo3DmD4ddeZZZQT8Ap3A/o.jpg,False,https://www.yelp.com/biz/2nd-ave-deli-new-york?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,1391,"[{'alias': 'kosher', 'title': 'Kosher'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 40.745222741725954, 'longitude': -73.97918210165679}","['delivery', 'pickup']",$$,"{'address1': '162 E 33rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['162 E 33rd St', 'New York, NY 10016']}",+12126899000,(212) 689-9000,4602.746847696557
176,IS7TO0YDW1t37gnAe83V_w,the-original-hot-dog-factory-bronx-new-york-2,The Original Hot Dog Factory - Bronx,https://s3-media2.fl.yelpcdn.com/bphoto/geA_t-y1-XN6kJpZu_ea1Q/o.jpg,False,https://www.yelp.com/biz/the-original-hot-dog-factory-bronx-new-york-2?adjust_creative=6jst90HKQ8j_9-N2cJYwcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6jst90HKQ8j_9-N2cJYwcA,21,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.0,"{'latitude': 40.8332904553892, 'longitude': -73.82852135334899}","['delivery', 'pickup']",,"{'address1': '3398 E Tremont Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10461', 'country': 'US', 'state': 'NY', 'display_address': ['3398 E Tremont Ave', 'New York, NY 10461']}",+17184508995,(718) 450-8995,19924.160457519924
